Borough,NTAName,SiteName,SiteAddr,Hosted_By,Open_Month,Day_Hours,Notes,Website,BoroCD,CouncilDis,ct2010,BBL,BIN,Latitude,Longitude,PolicePrec,Object ID,Location Point,App Android,App iOS, Assembly District, Congress District,DSNY District, DSNY Section,DSNY Zone,Senate District
Staten Island,Port Richmond,NW Innis Street & St Josephs Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,501,49,5021300,,,40.6337035,-74.14217077,121,468,POINT (-74.14217077 40.6337035),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=165,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363857,61,11,SI01,SI013,SI,23
Queens,Long Island City-Hunters Point,Astoria Pug: Hunter's Point,46th Avenue and 5th Street,Astoria Pug,Year Round,Tuesdays (Start Time: 9:00 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",https://www.instagram.com/astoriapug/?hl=en,402,26,4000103,,,40.74777,-73.95486,108,407,POINT (-73.95486 40.74777),,,37,7,QW02,QW023,QW,59
Queens,Queensbridge-Ravenswood-Dutch Kills,NE 35th Avenue & 12th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,26,4004300,,,40.76262573,-73.93766776,114,304,POINT (-73.93766776 40.76262573),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=149,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363841,36,7,QW01,QW016,QW,59
Brooklyn,Prospect Heights,NE Underhill Avenue & Eastern Parkway,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,3020700,,,40.67310418,-73.96755293,77,93,POINT (-73.96755293 40.67310418),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=108,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363800,44,10,BKN08,BKN081,BKN,20
Brooklyn,Bedford-Stuyvesant (West),SW Nostrand Avenue & Putnam Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,3024500,,,40.68393669,-73.95034757,79,165,POINT (-73.95034757 40.68393669),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=59,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363751,57,8,BKN03,BKN032,BKN,25
Manhattan,Manhattanville-West Harlem,NW West 133 Street	& Broadway,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,109,7,1022302,,,40.81899415,-73.95624071,30,33,POINT (-73.95624071 40.81899415),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=153,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363845,70,13,MN09,MN092,MN,30
Bronx,Kingsbridge-Marble Hill,Spuyten Duyvil PreSchool,3041 Kingsbridge Avenue,Spuyten Duyvil PreSchool,September - June,Fridays (Start Time: 8:00 AM - End Time:  12:00 PM),"Remove all plastic, stickers and zip ties before dropping off food scraps. Not accepted: meat, bones, or dairy",www.spuytenduyvilpreschool.org,208,11,2028900,,,40.879247,-73.90727,50,336,POINT (-73.90727 40.879247),,,81,13,BX08,BX082,BX,31
Queens,Glendale,Glendale Community Garden,"74-10 88th St, Glendale, NY 11385",Volunteers at Glendale Community Garden,Year Round,Fridays and Saturdays (Start Time: 11:00 AM - End Time:  4:00 PM),"Not accepted: meat, bones, or dairy",,405,30,4063700,,,40.707547,-73.864884,104,436,POINT (-73.864884 40.707547),,,28,7,QW05,QW054,QW,15
Bronx,Longwood,Kelly Street Garden,"924 Kelly St, The Bronx, NY 10459",Volunteers at Kelly Street Garden,Year Round,Saturdays (Start Time: 10:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.facebook.com/kellyst.garden/,202,17,2008700,,,40.820124,-73.895674,41,229,POINT (-73.895674 40.820124),,,85,14,BX02,BX021,BX,32
Manhattan,Tribeca-Civic Center,Tribeca Greenmarket,Greenwich St. & Duane St,GrowNYC,Year Round,Saturdays (Start Time: 8:00 AM - End Time:  1:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,101,1,1003900,,,40.717424,-74.010793,1,14,POINT (-74.010793 40.717424),,,66,10,MN01,MN013,MN,27
Bronx,Mount Eden-Claremont (West),New Settlement Community Center,"1501 Jerome Ave, Bronx, NY 10452",New Settlement's Community Food Action,Year Round,"Thursday, Friday, Saturday (Start Time: Thursday/Friday 1:00 PM, Saturday 10:30 AM - End Time:  Thursday/Friday 5:00 PM, Saturday 12:30 PM)","Not accepted: meat, bones, or dairy",NewSettlement.org/food,204,14,2020900,,,40.8432747,-73.9162121,44,248,POINT (-73.9162121 40.8432747),,,77,15,BX04,BX043,BX,29
Manhattan,Hamilton Heights-Sugar Hill,SW West 147th Street & Amsterdam Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,109,7,1023300,,,40.82647613,-73.9468776,30,29,POINT (-73.9468776 40.82647613),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=167,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363859,71,13,MN09,MN093,MN,30
Brooklyn,Bushwick (West),NE Bushwick Avenue & Jefferson Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,34,3039100,,,40.69828985,-73.93382885,83,380,POINT (-73.93382885 40.69828985),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=82,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363774,53,7,BKN04,BKN041,BKN,18
Manhattan,Chinatown-Two Bridges,East Broadway & Rutgers Street,"East side of Rutgers St b/w East Broadway & Canal St, on the west side of Straus Sq",NYC Compost Project Hosted by LES Ecology Center,Year Round,Thursdays (Start Time: 9:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,103,1,1000600,,,40.714243,-73.990163,7,116,POINT (-73.990163 40.714243),,,65,10,MN03,MN031,MN,27
Brooklyn,Bushwick (East),NE Knickerbocker Avenue & Cooper Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,3040900,,,40.69090444,-73.90418004,83,392,POINT (-73.90418004 40.69090444),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=83,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363775,54,7,BKN04,BKN043,BKN,18
Bronx,Belmont,NW East 183rd Street & Washington Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,206,15,2038500,,,40.8553543,-73.89307771,48,276,POINT (-73.89307771 40.8553543),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=227,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363919,78,15,BX06,BX061,BX,33
Bronx,Mount Hope,SW Mount Hope Place & Walton Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,205,14,2023301,,,40.84901271,-73.90952233,46,261,POINT (-73.90952233 40.84901271),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=216,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363908,77,15,BX05,BX052,BX,33
Brooklyn,Bushwick (West),NW Central Avenue & Troutman Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,34,3042500,,,40.7003602,-73.9289955,83,375,POINT (-73.9289955 40.7003602),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=62,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363754,53,7,BKN04,BKN041,BKN,18
Brooklyn,Prospect Park,Nurture BK,"Prospect Park, West of the entrance on Parkside Av (& Ocean Av)",Nurture BK,Year Round,Sundays (Start Time: 9:00 AM - End Time:  11:00 AM),"Not accepted: meat, bones, or dairy",https://www.instagram.com/nurturebk_compost/,355,39,3017700,,,40.654917,-73.962083,78,111,POINT (-73.962083 40.654917),,,44,10,,,BKS,20
Brooklyn,Bedford-Stuyvesant (West),SW Tompkins Avenue & Quincy Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,3026500,,,40.68764908,-73.94487351,79,160,POINT (-73.94487351 40.68764908),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=35,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363727,56,8,BKN03,BKN033,BKN,25
Staten Island,Arden Heights-Rossville,Arden Heights,Arden Avenue and Forest Green,Snug Harbor Youth,Year Round,Saturdays (Start Time: 1:00 PM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://snug-harbor.org/,503,51,5017007,,,40.556014,-74.194626,123,439,POINT (-74.194626 40.556014),,,62,11,SI03,SI035,SI,24
Manhattan,Morningside Heights,SW West 114th Street & Amsterdam Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,109,7,1019900,,,40.80545915,-73.96220095,26,175,POINT (-73.96220095 40.80545915),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=171,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363863,69,13,MN09,MN091,MN,30
Staten Island,Snug Harbor,Compost Demonstration Site at Snug Harbor Cultural Center & Botanical Garden,Compost Demonstration Site at Snug Harbor Cultural Center & Botanical Garden 1000 Richmond Terrace,NYC Compost Project Hosted by Snug Harbor Cultural Center & Botanical Garden,Year Round,Every Day (Start Time: Dawn - End Time:  Dusk),"Not accepted: meat, bones, or dairy",www.snug-harbor.org,501,49,5009702,,,40.641619,-74.1012686,120,453,POINT (-74.1012686 40.641619),,,61,11,SI01,SI012,SI,23
Manhattan,Washington Heights (North),NE Wadsworth Avenue & West 182nd Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,112,10,1027100,,,40.85039541,-73.93447995,34,221,POINT (-73.93447995 40.85039541),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=202,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363894,72,13,MN12,MN122,MN,31
Queens,Queensbridge-Ravenswood-Dutch Kills,NW Queens Plaza North & 21st Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,26,4002500,,,40.75290526,-73.94352235,114,321,POINT (-73.94352235 40.75290526),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=151,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363843,36,7,QW01,QW016,QW,59
Brooklyn,East Williamsburg,Farm To People,"1100 Flushing Ave, Brooklyn, NY 11237",Farm to People,Year Round,"Sundays and Mondays (Start Time: Sunday: 9AM, Monday: 1PM - End Time:  Sunday: 1PM, Monday:7PM)","Not accepted: meat, bones, or dairy",,301,34,3045300,,,40.7054315,-73.9269348,90,128,POINT (-73.9269348 40.7054315),,,53,7,BKN01,BKN015,BKN,18
Brooklyn,Crown Heights (North),NE Schenectady Avenue & Prospect Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,36,3034500,,,40.6734846,-73.93339064,77,89,POINT (-73.93339064 40.6734846),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=126,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363818,56,9,BKN08,BKN083,BKN,20
Queens,Astoria (Central),SE 31st Street & 31st Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,4006100,,,40.76417452,-73.92345808,114,293,POINT (-73.92345808 40.76417452),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=120,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363812,36,14,QW01,QW014,QW,59
Queens,Kew Gardens,Kew Gardens Cinemas Park,"8105 Lefferts Blvd, Kew Gardens, NY 11415","Kew Gardens CSA, sponsored by Kew Gardens Cinemas",Year Round,Sundays (Start Time: 8:30 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",kewgardenscsa.org,409,29,4013600,,,40.70888,-73.82917,102,424,POINT (-73.82917 40.70888),,,28,5,QW09,QW094,QW,14
Brooklyn,Bushwick (East),NW Central Avenue & Green Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,3041900,,,40.69608852,-73.92145414,83,365,POINT (-73.92145414 40.69608852),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=66,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363758,53,7,BKN04,BKN042,BKN,18
Brooklyn,Crown Heights (North),NE Franklin Avenue & Lincoln Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,3021900,,,40.67165677,-73.95756003,77,78,POINT (-73.95756003 40.67165677),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=116,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363808,57,9,BKN08,BKN081,BKN,20
Queens,Astoria (Central),NE Crescent Street & 31st Road,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,4007500,,,40.7649409,-73.92701134,114,308,POINT (-73.92701134 40.7649409),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=43,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363735,36,14,QW01,QW013,QW,59
Bronx,Parkchester,Parkchester,Westchester Ave and White Plains Rd.,GrowNYC,Year Round,Fridays (Start Time: 8:00 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,209,18,2021602,,,40.83343,-73.861655,43,340,POINT (-73.861655 40.83343),,,87,14,BX09,BX093,BX,34
Manhattan,Hell's Kitchen,10th Avenue and 43rd Street,"Southeast corner of 10th Avenue and 43rd Street, New York, 10036",LES Ecology Center,Year Round,Tuesdays (Start Time: 9 AM - End Time:  12 PM),"Not accepted: meat, bones, or dairy",www.lesecologycenter.org,104,3,1012102,,,40.7601267,-73.9949035,10,61,POINT (-73.9949035 40.7601267),,,75,12,MN04,MN043,MN,47
Staten Island,St. George-New Brighton,NE Richmond Terrace & Ferry Terminal Viaduct,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,501,49,5000300,,,40.64302975,-74.07558024,120,456,POINT (-74.07558024 40.64302975),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=156,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363848,61,11,SI01,SI012,SI,23
Staten Island,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,*CLOSED FOR THE SEASON* Manor Heights,"Woodward Ave and Woolley Ave, 10314",Snug Harbor Youth,Year Round,Thursdays (Start Time: 4:00 PM - End Time:  5:30 PM),"Not accepted: meat, bones, or dairy",snug-harbor.org,502,50,5018902,,,40.605671,-74.140879,121,471,POINT (-74.140879 40.605671),,,63,11,SI02,SI023,SI,24
Bronx,Fordham Heights,SE Marion Avenue & East 187th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,205,15,2038303,,,40.85928459,-73.89476415,46,265,POINT (-73.89476415 40.85928459),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=221,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363913,86,15,BX05,BX053,BX,33
Brooklyn,Bushwick (West),SW St. Nicholas Avenue & Willoughby Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,34,3044700,,,40.70669251,-73.9204542,83,404,POINT (-73.9204542 40.70669251),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=95,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363787,53,7,BKN04,BKN041,BKN,18
Manhattan,East Harlem (North),SW East 118th Street & 1 Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,111,8,1018800,,,40.797433,-73.93471364,25,189,POINT (-73.93471364 40.797433),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=191,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363883,68,13,MN11,MN112,MN,29
Queens,Forest Hills,Commonpoint Queens in partnership with The Forest Hills Green Team,"NE corner of 67 Rd & 108th Street 67-09 108th St, Forest Hills, NY 11375",Forest Hills Green Team,Year Round,Sundays (Start Time: 10:00 AM - End Time:  1:00 PM),"Not accepted: meat, bones, or dairy",commonpointqueens.org,406,29,4074100,,,40.728415,-73.84711,112,360,POINT (-73.84711 40.728415),,,28,6,QW06,QW061,QW,14
Brooklyn,Kensington,Albemarle Road and McDonald Avenue,"southwest corner of McDonald Avenue and Albemarle Road, near Church Avenue F subway entrance",NYC Compost Project Hosted by LES Ecology Center,Year Round,Tuesdays (Start Time: 10:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,312,39,3049600,,,40.64491,-73.97997,66,421,POINT (-73.97997 40.64491),,,44,9,BKS12,BKS125,BKS,17
Brooklyn,Crown Heights (North),NE Rochester Avenue & Bergen Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,41,3030700,,,40.67495664,-73.92772514,77,101,POINT (-73.92772514 40.67495664),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=129,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363821,56,9,BKN08,BKN083,BKN,20
Bronx,Highbridge,Target Bronx Community Garden,1024 Woodycrest Avenue,Target Bronx Community Garden,Year Round,Mondays (Start Time: 10:00 AM - End Time:  5:00 PM),"Bins at gate during winter months. Not accepted: meat, bones, or dairy",www.targetbronxcommunitygarden.org,204,8,2018900,,,40.83316,-73.92728,44,244,POINT (-73.92728 40.83316),,,77,15,BX04,BX041,BX,29
Brooklyn,Crown Heights (South),Crown Heights,Nostrand Ave & Crown St,GrowNYC,Year Round,Fridays (Start Time: 9:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,309,35,3032100,,,40.666485,-73.950935,71,233,POINT (-73.950935 40.666485),,,43,9,BKN09,BKN091,BKN,20
Manhattan,Harlem (South),NW West 114 Street & Adam Clayton Powell Jr Blvd,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,110,9,1021800,,,40.80207202,-73.95370033,28,46,POINT (-73.95370033 40.80207202),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=175,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363867,70,13,MN10,MN101,MN,30
Bronx,West Farms,NW Daly Avenue & Elsmere Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,206,17,2035900,,,40.84112457,-73.88433337,48,272,POINT (-73.88433337 40.84112457),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=230,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363922,87,15,BX06,BX062,BX,32
Manhattan,Financial District-Battery Park City,SmartComposting: Zuccotti Park,Zuccotti Park (East side),Alliance for Downtown New York,Year Round,24/7,"Scan QR code on the bin to drop-off! Accepts all types of food scraps, including meat & dairy.",https://downtownny.com/compost/,101,1,1001300,1000627501,1000000,40.70905,-74.01072,1,1,POINT (-74.01072 40.70905),,,61,10,MN01,MN011,MN,27
Brooklyn,Fort Greene,Fort Greene Greenmarket,Washington Park and Myrtle Ave,GrowNYC,Year Round,Saturdays (Start Time: 9:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,302,35,3003102,,,40.69288,-73.97391,88,207,POINT (-73.97391 40.69288),,,57,7,BKN02,BKN024,BKN,25
Brooklyn,Crown Heights (North),NE Kingston Avenue & St. Johns Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,3033900,,,40.6712827,-73.94190498,77,96,POINT (-73.94190498 40.6712827),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=133,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363825,43,9,BKN08,BKN082,BKN,20
Brooklyn,Williamsburg,McCarren Park Greenmarket,N 12th St and Driggs Ave,GrowNYC,Year Round,Saturdays (Start Time: 8:00 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,301,33,3051900,,,40.71974,-73.953394,94,133,POINT (-73.953394 40.71974),,,50,7,BKN01,BKN011,BKN,59
Brooklyn,Bushwick (East),NE Knickerbocker Avenue & Putnam Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,3043500,,,40.69517863,-73.91169753,83,397,POINT (-73.91169753 40.69517863),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=88,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363780,54,7,BKN04,BKN043,BKN,18
Manhattan,East Harlem (North),NE East 120 Street & Madison Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,111,9,1019800,,,40.80237734,-73.94273579,25,192,POINT (-73.94273579 40.80237734),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=193,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363885,68,13,MN11,MN112,MN,30
Bronx,Norwood,Norwood,E Gun Hill Road and Dekalb Ave. (SE corner),GrowNYC,Year Round,Thursdays (Start Time: 9:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,207,11,2042100,,,40.88201,-73.880346,52,328,POINT (-73.880346 40.88201),,,81,15,BX07,BX073,BX,33
Manhattan,Manhattanville-West Harlem,NE Convent Avenue & W 130 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,109,7,1021303,,,40.81491836,-73.95299658,26,179,POINT (-73.95299658 40.81491836),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=169,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363861,70,13,MN09,MN092,MN,30
Manhattan,Hamilton Heights-Sugar Hill,SW West 138th Street & Amsterdam Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,109,7,1022500,,,40.82096078,-73.95101175,30,32,POINT (-73.95101175 40.82096078),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=164,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363856,70,13,MN09,MN092,MN,30
Brooklyn,Bedford-Stuyvesant (West),NE Bedford Avenue & Madison Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,3024500,,,40.68434297,-73.95393368,79,164,POINT (-73.95393368 40.68434297),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=40,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363732,57,8,BKN03,BKN032,BKN,25
Brooklyn,Ocean Hill,Farmers Garden,1899 Bergen Street,Volunteers at Farmers Garden,Seasonal,"Thursdays, Saturdays, and Sundays (Start Time: TH 1PM, SAT&SUN 11AM - End Time:  TH 4PM, SAT & SUN 3PM)","Not accepted: meat, bones, or dairy",,316,41,3030300,,,40.67465,-73.91823,73,47,POINT (-73.91823 40.67465),,,55,8,BKN16,BKN161,BKN,25
Brooklyn,Crown Heights (North),NE Rogers Avenue & Dean Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,36,3031500,,,40.67710908,-73.95261202,77,69,POINT (-73.95261202 40.67710908),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=139,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363831,57,9,BKN08,BKN081,BKN,20
Queens,College Point,College Point FSDO,College Point Blvd & 14th Ave,Coastal Preservation Network,Year Round,Fridays (Start Time: 8:30 AM - End Time:  1:00 PM),"Not accepted: meat, bones, or dairy",www.coastalpreservation.org,407,19,4092900,,,40.7859379,-73.8458402,109,443,POINT (-73.8458402 40.7859379),,,27,14,QE07,QE075,QE,11
Queens,Astoria (Central),PS 17 Wellness Council & Q300 Green Team,"28-37 29th Street, Queens, NY, 11102",Volunteers at PS17,September - June,Fridays (Start Time: 2:00 PM - End Time:  3:00 PM),"Not accepted: meat, bones, or dairy",https://www.ps17queens.com/,401,22,4007100,,,40.767878,-73.923199,114,311,POINT (-73.923199 40.767878),,,36,14,QW01,QW013,QW,59
